time_s,mode,temp_C,r_internal_ohm,terminal_voltage_V,motor_power_kW,cumulative_energy_kWh
530,no_heating,11.542,0.063804,330.859,99.2576,14.1498
531,no_heating,11.5786,0.0637347,330.88,99.2639,14.1774
532,no_heating,11.6152,0.0636656,330.9,99.2701,14.205
533,no_heating,11.6517,0.0635967,330.921,99.2763,14.2325
534,no_heating,11.6882,0.063528,330.942,99.2825,14.2601
535,no_heating,11.7246,0.0634594,330.962,99.2887,14.2877
536,no_heating,11.761,0.063391,330.983,99.2948,14.3153
537,no_heating,11.7973,0.0633228,331.003,99.301,14.3429
538,no_heating,11.8336,0.0632547,331.024,99.3071,14.3704
539,no_heating,11.8699,0.0631868,331.044,99.3132,14.398
540,no_heating,11.9061,0.0631191,331.064,99.3193,14.4256
541,no_heating,11.9423,0.0630516,331.085,99.3254,14.4532
542,no_heating,11.9784,0.0629842,331.105,99.3314,14.4808
543,no_heating,12.0145,0.062917,331.125,99.3375,14.5084
544,no_heating,12.0505,0.06285,331.145,99.3435,14.536
545,no_heating,12.0865,0.0627831,331.165,99.3495,14.5636
546,no_heating,12.1225,0.0627164,331.185,99.3555,14.5912
547,no_heating,12.1584,0.0626498,331.205,99.3615,14.6188
548,no_heating,12.1943,0.0625835,331.225,99.3675,14.6464
549,no_heating,12.2301,0.0625173,331.245,99.3734,14.674
550,no_heating,12.2659,0.0624512,331.265,99.3794,14.7016
551,no_heating,12.3016,0.0623853,331.284,99.3853,14.7292
552,no_heating,12.3374,0.0623196,331.304,99.3912,14.7568
553,no_heating,12.373,0.062254,331.324,99.3971,14.7844
554,no_heating,12.4087,0.0621886,331.343,99.403,14.812
555,no_heating,12.4442,0.0621234,331.363,99.4089,14.8396
556,no_heating,12.4798,0.0620583,331.383,99.4148,14.8673
557,no_heating,12.5153,0.0619934,331.402,99.4206,14.8949
558,no_heating,12.5507,0.0619286,331.421,99.4264,14.9225
559,no_heating,12.5862,0.061864,331.441,99.4322,14.9501
560,no_heating,12.6215,0.0617996,331.46,99.438,14.9777
561,no_heating,12.6569,0.0617353,331.479,99.4438,15.0054
562,no_heating,12.6922,0.0616711,331.499,99.4496,15.033
563,no_heating,12.7274,0.0616072,331.518,99.4554,15.0606
564,no_heating,12.7627,0.0615433,331.537,99.4611,15.0882
565,no_heating,12.7978,0.0614797,331.556,99.4668,15.1159
566,no_heating,12.833,0.0614162,331.575,99.4725,15.1435
567,no_heating,12.8681,0.0613528,331.594,99.4782,15.1711
568,no_heating,12.9031,0.0612896,331.613,99.4839,15.1988
569,no_heating,12.9382,0.0612265,331.632,99.4896,15.2264
570,no_heating,12.9731,0.0611636,331.651,99.4953,15.254
571,no_heating,13.0081,0.0611009,331.67,99.5009,15.2817
572,no_heating,13.043,0.0610383,331.689,99.5066,15.3093
573,no_heating,13.0778,0.0609758,331.707,99.5122,15.337
574,no_heating,13.1127,0.0609135,331.726,99.5178,15.3646
575,no_heating,13.1474,0.0608513,331.745,99.5234,15.3923
576,no_heating,13.1822,0.0607893,331.763,99.529,15.4199
577,no_heating,13.2169,0.0607275,331.782,99.5345,15.4475
578,no_heating,13.2516,0.0606658,331.8,99.5401,15.4752
579,no_heating,13.2862,0.0606042,331.819,99.5456,15.5029
580,no_heating,13.3208,0.0605428,331.837,99.5512,15.5305
581,no_heating,13.3553,0.0604815,331.856,99.5567,15.5582
582,no_heating,13.3898,0.0604204,331.874,99.5622,15.5858
583,no_heating,13.4243,0.0603594,331.892,99.5677,15.6135
584,no_heating,13.4587,0.0602985,331.91,99.5731,15.6411
585,no_heating,13.4931,0.0602378,331.929,99.5786,15.6688
586,no_heating,13.5275,0.0601773,331.947,99.584,15.6965
587,no_heating,13.5618,0.0601169,331.965,99.5895,15.7241
588,no_heating,13.5961,0.0600566,331.983,99.5949,15.7518
589,no_heating,13.6303,0.0599965,332.001,99.6003,15.7794
590,no_heating,13.6645,0.0599365,332.019,99.6057,15.8071
591,no_heating,13.6987,0.0598767,332.037,99.6111,15.8348
592,no_heating,13.7328,0.0598169,332.055,99.6165,15.8625
593,no_heating,13.7669,0.0597574,332.073,99.6218,15.8901
594,no_heating,13.801,0.0596979,332.091,99.6272,15.9178
595,no_heating,13.835,0.0596387,332.108,99.6325,15.9455
596,no_heating,13.869,0.0595795,332.126,99.6378,15.9732
597,no_heating,13.9029,0.0595205,332.144,99.6432,16.0008
598,no_heating,13.9368,0.0594616,332.162,99.6485,16.0285
599,no_heating,13.9707,0.0594029,332.179,99.6537,16.0562
600,no_heating,14.0045,0.0593443,332.197,99.659,16.0839
0,self_heating,-20,0.182845,295.146,85.5439,0.0237622
1,self_heating,-19.8703,0.181958,295.413,85.6238,0.0475466
2,self_heating,-19.7411,0.181079,295.676,85.7029,0.0713529
3,self_heating,-19.6125,0.180209,295.937,85.7812,0.095181
4,self_heating,-19.4844,0.179348,296.196,85.8587,0.119031
5,self_heating,-19.3568,0.178495,296.452,85.9355,0.142902
6,self_heating,-19.2297,0.17765,296.705,86.0115,0.166794
7,self_heating,-19.1032,0.176814,296.956,86.0868,0.190707
8,self_heating,-18.9772,0.175985,297.204,86.1613,0.21464
9,self_heating,-18.8516,0.175165,297.45,86.2351,0.238595
10,self_heating,-18.7266,0.174353,297.694,86.3083,0.262569
11,self_heating,-18.602,0.173548,297.936,86.3807,0.286564
12,self_heating,-18.478,0.172751,298.175,86.4524,0.310578
13,self_heating,-18.3544,0.171961,298.412,86.5235,0.334613
14,self_heating,-18.2313,0.171179,298.646,86.5939,0.358667
15,self_heating,-18.1087,0.170404,298.879,86.6636,0.38274
16,self_heating,-17.9866,0.169637,299.109,86.7327,0.406832
17,self_heating,-17.8649,0.168876,299.337,86.8012,0.430944
18,self_heating,-17.7437,0.168123,299.563,86.869,0.455074
19,self_heating,-17.6229,0.167376,299.787,86.9362,0.479223
20,self_heating,-17.5026,0.166636,300.009,87.0028,0.50339
21,self_heating,-17.3828,0.165903,300.229,87.0687,0.527576
22,self_heating,-17.2634,0.165176,300.447,87.1341,0.55178
23,self_heating,-17.1444,0.164456,300.663,87.1989,0.576002
24,self_heating,-17.0259,0.163743,300.877,87.2631,0.600242
25,self_heating,-16.9078,0.163036,301.089,87.3268,0.624499
26,self_heating,-16.7902,0.162335,301.3,87.3899,0.648774
27,self_heating,-16.6729,0.16164,301.508,87.4524,0.673066
28,self_heating,-16.5561,0.160951,301.715,87.5144,0.697376
29,self_heating,-16.4397,0.160269,301.919,87.5758,0.721702
30,self_heating,-16.3238,0.159592,302.122,87.6367,0.746046
31,self_heating,-16.2082,0.158921,302.324,87.6971,0.770406
32,self_heating,-16.0931,0.158256,302.523,87.757,0.794783
33,self_heating,-15.9783,0.157597,302.721,87.8163,0.819177
34,self_heating,-15.864,0.156943,302.917,87.8752,0.843586
35,self_heating,-15.75,0.156295,303.112,87.9335,0.868012
36,self_heating,-15.6365,0.155652,303.304,87.9913,0.892454
37,self_heating,-15.5233,0.155014,303.496,88.0487,0.916912
38,self_heating,-15.4105,0.154382,303.685,88.1056,0.941386
39,self_heating,-15.2982,0.153756,303.873,88.162,0.965876
40,self_heating,-15.1862,0.153134,304.06,88.2179,0.990381
41,self_heating,-15.0745,0.152518,304.245,88.2734,1.0149
42,self_heating,-14.9633,0.151906,304.428,88.3284,1.03944
43,self_heating,-14.8524,0.1513,304.61,88.383,1.06399
44,self_heating,-14.7419,0.150699,304.79,88.4371,1.08855
45,self_heating,-14.6318,0.150102,304.969,88.4908,1.11313
46,self_heating,-14.522,0.14951,305.147,88.5441,1.13773
47,self_heating,-14.4126,0.148924,305.323,88.5969,1.16234
48,self_heating,-14.3035,0.148341,305.498,88.6493,1.18696
49,self_heating,-14.1948,0.147764,305.671,88.7013,1.2116
50,self_heating,-14.0865,0.147191,305.843,88.7528,1.23626
51,self_heating,-13.9785,0.146622,306.013,88.804,1.26093
52,self_heating,-13.8708,0.146058,306.182,88.8547,1.28561
53,self_heating,-13.7635,0.145499,306.35,88.9051,1.3103
54,self_heating,-13.6565,0.144944,306.517,88.9551,1.33501
55,self_heating,-13.5499,0.144393,306.682,89.0046,1.35974
56,self_heating,-13.4436,0.143846,306.846,89.0538,1.38447
57,self_heating,-13.3377,0.143304,307.009,89.1027,1.40922
58,self_heating,-13.232,0.142766,307.17,89.1511,1.43399
59,self_heating,-13.1267,0.142232,307.331,89.1992,1.45877
60,self_heating,-13.0218,0.141702,307.49,89.2469,1.48356
61,self_heating,-12.9171,0.141176,307.647,89.2942,1.50836
62,self_heating,-12.8128,0.140654,307.804,89.3412,1.53318
63,self_heating,-12.7088,0.140136,307.959,89.3878,1.55801
64,self_heating,-12.6051,0.139621,308.114,89.4341,1.58285
65,self_heating,-12.5017,0.139111,308.267,89.48,1.60771
66,self_heating,-12.3986,0.138604,308.419,89.5256,1.63257
67,self_heating,-12.2959,0.138102,308.57,89.5709,1.65746
68,self_heating,-12.1934,0.137603,308.719,89.6158,1.68235
69,self_heating,-12.0913,0.137107,308.868,89.6604,1.70725
70,self_heating,-11.9894,0.136615,309.015,89.7046,1.73217
71,self_heating,-11.8879,0.136127,309.162,89.7486,1.7571
72,self_heating,-11.7867,0.135642,309.307,89.7922,1.78204
73,self_heating,-11.6857,0.135161,309.452,89.8355,1.807
74,self_heating,-11.5851,0.134684,309.595,89.8785,1.83196
75,self_heating,-11.4847,0.134209,309.737,89.9212,1.85694
76,self_heating,-11.3846,0.133739,309.878,89.9635,1.88193
77,self_heating,-11.2848,0.133271,310.019,90.0056,1.90693
78,self_heating,-11.1853,0.132807,310.158,90.0474,1.93195
79,self_heating,-11.0861,0.132346,310.296,90.0889,1.95697
80,self_heating,-10.9872,0.131888,310.434,90.1301,1.98201
81,self_heating,-10.8885,0.131434,310.57,90.171,2.00706
82,self_heating,-10.7902,0.130983,310.705,90.2116,2.03211
83,self_heating,-10.6921,0.130534,310.84,90.2519,2.05718
84,self_heating,-10.5942,0.130089,310.973,90.292,2.08227
85,self_heating,-10.4967,0.129647,311.106,90.3317,2.10736
86,self_heating,-10.3994,0.129209,311.237,90.3712,2.13246
87,self_heating,-10.3024,0.128773,311.368,90.4105,2.15758
88,self_heating,-10.2057,0.12834,311.498,90.4494,2.1827
89,self_heating,-10.1092,0.12791,311.627,90.4881,2.20784
90,self_heating,-10.013,0.127483,311.755,90.5265,2.23298
91,self_heating,-9.917,0.127059,311.882,90.5647,2.25814
92,self_heating,-9.8213,0.126637,312.009,90.6026,2.28331
93,self_heating,-9.72586,0.126219,312.134,90.6403,2.30848
94,self_heating,-9.63068,0.125803,312.259,90.6777,2.33367
95,self_heating,-9.53575,0.125391,312.383,90.7149,2.35887
96,self_heating,-9.44107,0.12498,312.506,90.7518,2.38408
97,self_heating,-9.34665,0.124573,312.628,90.7884,2.4093
98,self_heating,-9.25247,0.124168,312.75,90.8249,2.43453
99,self_heating,-9.15855,0.123766,312.87,90.861,2.45977
100,self_heating,-9.06486,0.123367,312.99,90.897,2.48502
101,self_heating,-8.97143,0.12297,313.109,90.9327,2.51028
102,self_heating,-8.87823,0.122576,313.227,90.9682,2.53554
103,self_heating,-8.78528,0.122184,313.345,91.0034,2.56082
104,self_heating,-8.69257,0.121795,313.462,91.0385,2.58611
105,self_heating,-8.60009,0.121408,313.578,91.0733,2.61141
106,self_heating,-8.50786,0.121024,313.693,91.1078,2.63672
107,self_heating,-8.41586,0.120642,313.807,91.1422,2.66203
108,self_heating,-8.32409,0.120263,313.921,91.1763,2.68736
109,self_heating,-8.23255,0.119886,314.034,91.2102,2.7127
110,self_heating,-8.14125,0.119512,314.146,91.2439,2.73804
111,self_heating,-8.05017,0.11914,314.258,91.2774,2.7634
112,self_heating,-7.95933,0.11877,314.369,91.3107,2.78876
113,self_heating,-7.86871,0.118402,314.479,91.3438,2.81413
114,self_heating,-7.77831,0.118037,314.589,91.3767,2.83952
115,self_heating,-7.68814,0.117674,314.698,91.4093,2.86491
116,self_heating,-7.5982,0.117314,314.806,91.4418,2.89031
117,self_heating,-7.50847,0.116955,314.913,91.474,2.91572
118,self_heating,-7.41896,0.116599,315.02,91.5061,2.94114
119,self_heating,-7.32967,0.116245,315.126,91.5379,2.96656
120,self_heating,-7.2406,0.115893,315.232,91.5696,2.992
121,self_heating,-7.15175,0.115543,315.337,91.6011,3.01745
122,self_heating,-7.06311,0.115196,315.441,91.6324,3.0429
123,self_heating,-6.97468,0.11485,315.545,91.6635,3.06836
124,self_heating,-6.88646,0.114507,315.648,91.6944,3.09383
125,self_heating,-6.79846,0.114166,315.75,91.7251,3.11931
126,self_heating,-6.71066,0.113827,315.852,91.7556,3.1448
127,self_heating,-6.62308,0.113489,315.953,91.786,3.17029
128,self_heating,-6.5357,0.113154,316.054,91.8161,3.1958
129,self_heating,-6.44852,0.112821,316.154,91.8461,3.22131
130,self_heating,-6.36155,0.11249,316.253,91.8759,3.24683
131,self_heating,-6.27478,0.11216,316.352,91.9056,3.27236
132,self_heating,-6.18822,0.111833,316.45,91.935,3.2979
133,self_heating,-6.10186,0.111508,316.548,91.9643,3.32345
134,self_heating,-6.01569,0.111184,316.645,91.9934,3.349
135,self_heating,-5.92973,0.110862,316.741,92.0224,3.37456
136,self_heating,-5.84396,0.110543,316.837,92.0512,3.40013
137,self_heating,-5.75839,0.110225,316.933,92.0798,3.42571
138,self_heating,-5.67302,0.109909,317.027,92.1082,3.45129
139,self_heating,-5.58784,0.109594,317.122,92.1365,3.47689
140,self_heating,-5.50285,0.109282,317.215,92.1646,3.50249
141,self_heating,-5.41805,0.108971,317.309,92.1926,3.5281
142,self_heating,-5.33345,0.108663,317.401,92.2204,3.55371
143,self_heating,-5.24903,0.108355,317.493,92.248,3.57934
144,self_heating,-5.1648,0.10805,317.585,92.2755,3.60497
145,self_heating,-5.08077,0.107746,317.676,92.3028,3.63061
146,self_heating,-4.99691,0.107444,317.767,92.33,3.65626
147,self_heating,-4.91325,0.107144,317.857,92.357,3.68191
148,self_heating,-4.82977,0.106846,317.946,92.3839,3.70757
149,self_heating,-4.74647,0.106549,318.035,92.4106,3.73324
150,self_heating,-4.66335,0.106254,318.124,92.4372,3.75892
151,self_heating,-4.58042,0.10596,318.212,92.4636,3.78461
152,self_heating,-4.49766,0.105668,318.3,92.4899,3.8103
153,self_heating,-4.41509,0.105378,318.387,92.516,3.836
154,self_heating,-4.33269,0.105089,318.473,92.542,3.8617
155,self_heating,-4.25048,0.104802,318.559,92.5678,3.88742
156,self_heating,-4.16843,0.104516,318.645,92.5935,3.91314
157,self_heating,-4.08657,0.104232,318.73,92.6191,3.93886
158,self_heating,-4.00488,0.10395,318.815,92.6445,3.9646
159,self_heating,-3.92336,0.103669,318.899,92.6698,3.99034
160,self_heating,-3.84202,0.103389,318.983,92.6949,4.01609
161,self_heating,-3.76085,0.103112,319.067,92.72,4.04184
162,self_heating,-3.67985,0.102835,319.149,92.7448,4.06761
163,self_heating,-3.59901,0.10256,319.232,92.7696,4.09338
164,self_heating,-3.51835,0.102287,319.314,92.7942,4.11915
165,self_heating,-3.43786,0.102015,319.396,92.8187,4.14493
166,self_heating,-3.35753,0.101744,319.477,92.843,4.17072
167,self_heating,-3.27738,0.101475,319.557,92.8672,4.19652
168,self_heating,-3.19738,0.101208,319.638,92.8913,4.22232
169,self_heating,-3.11755,0.100941,319.718,92.9153,4.24813
170,self_heating,-3.03789,0.100676,319.797,92.9391,4.27395
171,self_heating,-2.95839,0.100413,319.876,92.9628,4.29977
172,self_heating,-2.87905,0.100151,319.955,92.9864,4.3256
173,self_heating,-2.79987,0.0998901,320.033,93.0099,4.35144
174,self_heating,-2.72086,0.0996307,320.111,93.0332,4.37728
175,self_heating,-2.642,0.0993727,320.188,93.0565,4.40313
176,self_heating,-2.5633,0.099116,320.265,93.0796,4.42899
177,self_heating,-2.48476,0.0988607,320.342,93.1025,4.45485
178,self_heating,-2.40638,0.0986066,320.418,93.1254,4.48072
179,self_heating,-2.32815,0.0983539,320.494,93.1482,4.50659
180,self_heating,-2.25008,0.0981024,320.569,93.1708,4.53247
181,self_heating,-2.17217,0.0978523,320.644,93.1933,4.55836
182,self_heating,-2.09441,0.0976034,320.719,93.2157,4.58425
183,self_heating,-2.0168,0.0973557,320.793,93.238,4.61015
184,self_heating,-1.93935,0.0971094,320.867,93.2602,4.63606
185,self_heating,-1.86204,0.0968643,320.941,93.2822,4.66197
186,self_heating,-1.78489,0.0966204,321.014,93.3042,4.68789
187,self_heating,-1.70789,0.0963777,321.087,93.326,4.71381
188,self_heating,-1.63104,0.0961362,321.159,93.3477,4.73974
189,self_heating,-1.55434,0.095896,321.231,93.3694,4.76568
190,self_heating,-1.47779,0.095657,321.303,93.3909,4.79162
191,self_heating,-1.40138,0.0954191,321.374,93.4123,4.81757
192,self_heating,-1.32512,0.0951824,321.445,93.4336,4.84352
193,self_heating,-1.24901,0.0949469,321.516,93.4548,4.86948
194,self_heating,-1.17304,0.0947126,321.586,93.4759,4.89544
195,self_heating,-1.09721,0.0944794,321.656,93.4969,4.92142
196,self_heating,-1.02153,0.0942473,321.726,93.5177,4.94739
197,self_heating,-0.945999,0.0940164,321.795,93.5385,4.97338
198,self_heating,-0.870605,0.0937867,321.864,93.5592,4.99936
199,self_heating,-0.795353,0.093558,321.933,93.5798,5.02536
200,self_heating,-0.720243,0.0933304,322.001,93.6003,5.05136
201,self_heating,-0.645273,0.093104,322.069,93.6206,5.07736
202,self_heating,-0.570443,0.0928786,322.136,93.6409,5.10338
203,self_heating,-0.495752,0.0926544,322.204,93.6611,5.12939
204,self_heating,-0.421199,0.0924312,322.271,93.6812,5.15542
205,self_heating,-0.346785,0.092209,322.337,93.7012,5.18144
206,self_heating,-0.272507,0.091988,322.404,93.7211,5.20748
207,self_heating,-0.198367,0.091768,322.47,93.7409,5.23352
208,self_heating,-0.124362,0.091549,322.535,93.7606,5.25956
209,self_heating,-0.0504927,0.0913311,322.601,93.7802,5.28561
210,self_heating,0.0232419,0.0911142,322.666,93.7997,5.31167
211,self_heating,0.0968426,0.0908983,322.73,93.8191,5.33773
212,self_heating,0.17031,0.0906835,322.795,93.8385,5.36379
213,self_heating,0.243644,0.0904697,322.859,93.8577,5.38987
214,self_heating,0.316846,0.0902568,322.923,93.8769,5.41594
215,self_heating,0.389917,0.090045,322.987,93.896,5.44202
216,self_heating,0.462856,0.0898341,323.05,93.9149,5.46811
217,self_heating,0.535665,0.0896243,323.113,93.9338,5.4942
218,self_heating,0.608345,0.0894154,323.175,93.9526,5.5203
219,self_heating,0.680895,0.0892074,323.238,93.9713,5.54641
220,self_heating,0.753316,0.0890005,323.3,93.99,5.57251
221,self_heating,0.82561,0.0887945,323.362,94.0085,5.59863
222,self_heating,0.897776,0.0885894,323.423,94.027,5.62475
223,self_heating,0.969815,0.0883853,323.484,94.0453,5.65087
224,self_heating,1.04173,0.0881821,323.545,94.0636,5.677
225,self_heating,1.11351,0.0879798,323.606,94.0818,5.70313
226,self_heating,1.18518,0.0877785,323.666,94.0999,5.72927
227,self_heating,1.25671,0.087578,323.727,94.118,5.75542
228,self_heating,1.32813,0.0873785,323.786,94.1359,5.78156
229,self_heating,1.39942,0.0871799,323.846,94.1538,5.80772
230,self_heating,1.47058,0.0869821,323.905,94.1716,5.83388
231,self_heating,1.54163,0.0867853,323.964,94.1893,5.86004
232,self_heating,1.61255,0.0865894,324.023,94.207,5.88621
233,self_heating,1.68335,0.0863943,324.082,94.2245,5.91238
234,self_heating,1.75403,0.0862001,324.14,94.242,5.93856
235,self_heating,1.82459,0.0860067,324.198,94.2594,5.96474
236,self_heating,1.89503,0.0858142,324.256,94.2767,5.99093
237,self_heating,1.96535,0.0856226,324.313,94.294,6.01712
238,self_heating,2.03555,0.0854318,324.37,94.3111,6.04332
239,self_heating,2.10564,0.0852419,324.427,94.3282,6.06952
240,self_heating,2.1756,0.0850528,324.484,94.3452,6.09573
241,self_heating,2.24545,0.0848645,324.541,94.3622,6.12194
242,self_heating,2.31518,0.0846771,324.597,94.3791,6.14816
243,self_heating,2.3848,0.0844905,324.653,94.3959,6.17438
244,self_heating,2.4543,0.0843046,324.709,94.4126,6.20061
245,self_heating,2.52369,0.0841196,324.764,94.4292,6.22684
246,self_heating,2.59296,0.0839354,324.819,94.4458,6.25307
247,self_heating,2.66211,0.083752,324.874,94.4623,6.27931
248,self_heating,2.73116,0.0835694,324.929,94.4788,6.30556
249,self_heating,2.80009,0.0833876,324.984,94.4951,6.3318
250,self_heating,2.8689,0.0832066,325.038,94.5114,6.35806
251,self_heating,2.93761,0.0830263,325.092,94.5276,6.38431
252,self_heating,3.0062,0.0828468,325.146,94.5438,6.41058
253,self_heating,3.07468,0.0826681,325.2,94.5599,6.43684
254,self_heating,3.14305,0.0824901,325.253,94.5759,6.46311
255,self_heating,3.21131,0.0823129,325.306,94.5918,6.48939
256,self_heating,3.27946,0.0821365,325.359,94.6077,6.51567
257,self_heating,3.3475,0.0819608,325.412,94.6235,6.54195
258,self_heating,3.41543,0.0817858,325.464,94.6393,6.56824
259,self_heating,3.48325,0.0816116,325.517,94.655,6.59454
260,self_heating,3.55097,0.0814381,325.569,94.6706,6.62083
261,self_heating,3.61857,0.0812653,325.62,94.6861,6.64714
262,self_heating,3.68607,0.0810933,325.672,94.7016,6.67344
263,self_heating,3.75347,0.080922,325.723,94.717,6.69975
264,self_heating,3.82075,0.0807514,325.775,94.7324,6.72607
265,self_heating,3.88793,0.0805815,325.826,94.7477,6.75239
266,self_heating,3.95501,0.0804123,325.876,94.7629,6.77871
267,self_heating,4.02198,0.0802438,325.927,94.7781,6.80504
268,self_heating,4.08884,0.080076,325.977,94.7932,6.83137
269,self_heating,4.1556,0.0799089,326.027,94.8082,6.8577
270,self_heating,4.22226,0.0797425,326.077,94.8232,6.88404
271,self_heating,4.28882,0.0795768,326.127,94.8381,6.91039
272,self_heating,4.35527,0.0794117,326.176,94.8529,6.93673
273,self_heating,4.42161,0.0792473,326.226,94.8677,6.96309
274,self_heating,4.48786,0.0790836,326.275,94.8825,6.98944
275,self_heating,4.554,0.0789206,326.324,94.8971,7.0158
276,self_heating,4.62005,0.0787582,326.373,94.9118,7.04217
277,self_heating,4.68599,0.0785965,326.421,94.9263,7.06854
278,self_heating,4.75183,0.0784354,326.469,94.9408,7.09491
279,self_heating,4.81757,0.078275,326.517,94.9552,7.12128
280,self_heating,4.88321,0.0781153,326.565,94.9696,7.14766
281,self_heating,4.94875,0.0779561,326.613,94.9839,7.17405
282,self_heating,5.0142,0.0777976,326.661,94.9982,7.20044
283,self_heating,5.07954,0.0776398,326.708,95.0124,7.22683
284,self_heating,5.14479,0.0774826,326.755,95.0266,7.25323
285,self_heating,5.20994,0.077326,326.802,95.0407,7.27963
286,self_heating,5.27499,0.07717,326.849,95.0547,7.30603
287,self_heating,5.33994,0.0770146,326.896,95.0687,7.33244
288,self_heating,5.4048,0.0768599,326.942,95.0826,7.35885
289,self_heating,5.46956,0.0767058,326.988,95.0965,7.38527
290,self_heating,5.53423,0.0765523,327.034,95.1103,7.41169
291,self_heating,5.59879,0.0763994,327.08,95.1241,7.43811
292,self_heating,5.66327,0.076247,327.126,95.1378,7.46454
293,self_heating,5.72765,0.0760953,327.171,95.1514,7.49097
294,self_heating,5.79193,0.0759442,327.217,95.165,7.5174
295,self_heating,5.85612,0.0757937,327.262,95.1786,7.54384
296,self_heating,5.92022,0.0756437,327.307,95.1921,7.57028
297,self_heating,5.98423,0.0754944,327.352,95.2055,7.59673
298,self_heating,6.04814,0.0753456,327.396,95.2189,7.62318
299,self_heating,6.11195,0.0751974,327.441,95.2322,7.64963
300,self_heating,6.17568,0.0750497,327.485,95.2455,7.67609
301,self_heating,6.23931,0.0749027,327.529,95.2588,7.70255
302,self_heating,6.30286,0.0747562,327.573,95.2719,7.72901
303,self_heating,6.36631,0.0746102,327.617,95.2851,7.75548
304,self_heating,6.42967,0.0744649,327.661,95.2982,7.78195
305,self_heating,6.49294,0.07432,327.704,95.3112,7.80843
306,self_heating,6.55612,0.0741758,327.747,95.3242,7.83491
307,self_heating,6.6192,0.074032,327.79,95.3371,7.86139
308,self_heating,6.6822,0.0738889,327.833,95.35,7.88788
309,self_heating,6.74511,0.0737462,327.876,95.3628,7.91437
310,self_heating,6.80794,0.0736042,327.919,95.3756,7.94086
311,self_heating,6.87067,0.0734626,327.961,95.3884,7.96736
312,self_heating,6.93331,0.0733216,328.004,95.4011,7.99386
313,self_heating,6.99587,0.0731811,328.046,95.4137,8.02036
314,self_heating,7.05834,0.0730411,328.088,95.4263,8.04687
315,self_heating,7.12072,0.0729017,328.129,95.4388,8.07338
316,self_heating,7.18301,0.0727628,328.171,95.4513,8.09989
317,self_heating,7.24522,0.0726244,328.213,95.4638,8.12641
318,self_heating,7.30734,0.0724865,328.254,95.4762,8.15293
319,self_heating,7.36938,0.0723492,328.295,95.4886,8.17946
320,self_heating,7.43133,0.0722123,328.336,95.5009,8.20598
321,self_heating,7.49319,0.072076,328.377,95.5132,8.23252
322,self_heating,7.55497,0.0719401,328.418,95.5254,8.25905
323,self_heating,7.61667,0.0718048,328.459,95.5376,8.28559
324,self_heating,7.67828,0.0716699,328.499,95.5497,8.31213
325,self_heating,7.7398,0.0715356,328.539,95.5618,8.33868
326,self_heating,7.80125,0.0714017,328.579,95.5738,8.36522
327,self_heating,7.8626,0.0712684,328.619,95.5858,8.39178
328,self_heating,7.92388,0.0711355,328.659,95.5978,8.41833
329,self_heating,7.98507,0.0710031,328.699,95.6097,8.44489
330,self_heating,8.04618,0.0708712,328.739,95.6216,8.47145
331,self_heating,8.10721,0.0707398,328.778,95.6334,8.49801
332,self_heating,8.16815,0.0706088,328.817,95.6452,8.52458
333,self_heating,8.22901,0.0704783,328.857,95.657,8.55115
334,self_heating,8.2898,0.0703483,328.896,95.6687,8.57773
335,self_heating,8.3505,0.0702188,328.934,95.6803,8.60431
336,self_heating,8.41112,0.0700897,328.973,95.6919,8.63089
337,self_heating,8.47165,0.0699611,329.012,95.7035,8.65747
338,self_heating,8.53211,0.0698329,329.05,95.715,8.68406
339,self_heating,8.59249,0.0697053,329.088,95.7265,8.71065
340,self_heating,8.65279,0.069578,329.127,95.738,8.73724
341,self_heating,8.71301,0.0694512,329.165,95.7494,8.76384
342,self_heating,8.77315,0.0693249,329.203,95.7608,8.79044
343,self_heating,8.83321,0.069199,329.24,95.7721,8.81704
344,self_heating,8.89319,0.0690736,329.278,95.7834,8.84365
345,self_heating,8.95309,0.0689486,329.315,95.7946,8.87026
346,self_heating,9.01292,0.0688241,329.353,95.8058,8.89687
347,self_heating,9.07266,0.0687,329.39,95.817,8.92349
348,self_heating,9.13233,0.0685763,329.427,95.8281,8.95011
349,self_heating,9.19193,0.0684531,329.464,95.8392,8.97673
350,self_heating,9.25144,0.0683303,329.501,95.8503,9.00336
351,self_heating,9.31088,0.0682079,329.538,95.8613,9.02998
352,self_heating,9.37024,0.068086,329.574,95.8723,9.05661
353,self_heating,9.42953,0.0679644,329.611,95.8832,9.08325
354,self_heating,9.48873,0.0678433,329.647,95.8941,9.10989
355,self_heating,9.54787,0.0677227,329.683,95.905,9.13653
356,self_heating,9.60693,0.0676024,329.719,95.9158,9.16317
357,self_heating,9.66591,0.0674826,329.755,95.9266,9.18982
358,self_heating,9.72481,0.0673631,329.791,95.9373,9.21647
359,self_heating,9.78365,0.0672441,329.827,95.948,9.24312
360,self_heating,9.84241,0.0671255,329.862,95.9587,9.26977
361,self_heating,9.90109,0.0670073,329.898,95.9693,9.29643
362,self_heating,9.9597,0.0668895,329.933,95.9799,9.32309
363,self_heating,10.0182,0.0667721,329.968,95.9905,9.34976
364,self_heating,10.0767,0.0666552,330.003,96.001,9.37642
365,self_heating,10.1351,0.0665386,330.038,96.0115,9.40309
366,self_heating,10.1934,0.0664224,330.073,96.022,9.42977
